smiles,Td,pred_Td,dev_Td
NN1C2=C([N+]([O-])=O)C([N+]([O-])=O)=NN2CN3N=C([N+]([O-])=O)C([N+]([O-])=O)=C13,242,228.6591293,-13.34087071
O=[N+](C1=NNN=C1C2=NC(N=NC3=NNC(C4=NNN=C4[N+]([O-])=O)=N3)=NN2)[O-],209.2,272.0615722,62.86157215
[N-]=[N+]=NC1=NC(C2=NC([N+]([O-])=O)=NN2)=NN1,180.7,174.8003716,-5.899628389
O=[N+](C1=NC(C2=NON=C2[N+]([O-])=O)=NN1)[O-],191,212.2899209,21.28992091
[O-]C1=C([N+]#N)C([N+]([O-])=O)=NN1CN2C([O-])=C([N+]#N)C([N+]([O-])=O)=N2,225.6,229.0280512,3.428051199
NC1=C([N+]([O-])=O)N(N=C1[N+]([O-])=O)CC2=NN=C(CN3N=C([N+]([O-])=O)C(N)=C3[N+]([O-])=O)N2/N=N/N4C(CN5N=C([N+]([O-])=O)C(N)=C5[N+]([O-])=O)=NN=C4CN6N=C([N+]([O-])=O)C(N)=C6[N+]([O-])=O,214,217.5808279,3.580827934
O=[N+](C1=NN(CC2=NN=NN2)N=N1)[O-],214,203.6985341,-10.30146587
O=[N+](C1=NN(CC#N)N=N1)[O-],210,187.1179541,-22.88204585
NC1=NN=NN1CCN(C=C2)N=C2[N+]([O-])=O,254,250.8526961,-3.147303902
O=[N+](C([N+]([O-])=O)([N+]([O-])=O)N1N=C([N+]([O-])=O)N=C1C2=NNC=N2)[O-],172,135.0847843,-36.91521566
[O-]/[N+](C1=NON=C1[N+]([O-])=O)=N\[N+]([O-])=O,109,101.57674,-7.423259966
O=[N+](NC1=NNC(C2=NON=C2[N+]([O-])=O)=N1)[O-],163,150.2392345,-12.76076551
Nn1cc([N+](=O)[O-])nc1-c1nc([N+](=O)[O-])cn1N,308,310.5231352,2.523135217
O=[N+](C(C=C([N+]([O-])=O)C=C1[N+]([O-])=O)=C1/C=N\NC2=NN=C(N/N=C\C3=C([N+]([O-])=O)C=C([N+]([O-])=O)C=C3[N+]([O-])=O)N=N2)[O-],184.2,190.3988427,6.198842707
O=[N+](C1=NN(COCN2N=C(N=C2)[N+]([O-])=O)C=N1)[O-],320,290.5307141,-29.46928592
O=[N+](C1=NNN=C1C2=NC([N+]([O-])=O)=NN2)[O-],210.5,245.7288039,35.22880394
NC1=C([N+]([O-])=O)N(CCN2N=C([N+]([O-])=O)C(N)=C2[N+]([O-])=O)N=C1[N+]([O-])=O,311,300.0159479,-10.98405213
Nn1cnc([N+](=O)[O-])c1,237,250.497411,13.49741096
NC1=NC([N+]([O-])=O)=NN1CC2=NN=NN2,242,242.2781626,0.278162602
[O-]C1=N[N+](C2=CC=CC([N+]([O-])=O)=C2)=NO1,237,199.13704,-37.86296004
O=[N+](C(C([N+]([O-])=O)=NN1)=C1C2=NN=C(C3=NN=C(C4=C([N+]([O-])=O)C([N+]([O-])=O)=NN4)O3)O2)[O-],265,271.380847,6.380846989
[O-][N+]1=C2C(N)=C([N+]([O-])=O)C(N)=C([N+]([O-])=O)C2=NO1,289.3,261.6259933,-27.67400673
NN1N=C([N+]([O-])=O)C([N+]([O-])=O)=C1C2=C([N+]([O-])=O)C([N+]([O-])=O)=NN2N,252,252.5697934,0.569793411
O=[N+](C1=NON=C1C2=C([N+]([O-])=O)C([N+]([O-])=O)=NN2C([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)[O-],134,137.4481719,3.448171853
O=[N+](C1=C(C([N+]([O-])=O)=NN1)C2=NC(C3=C([N+]([O-])=O)NN=C3[N+]([O-])=O)=NN2)[O-],300,299.6549511,-0.345048904
O=[N+](C1=CNN=C1C2=NN=C(C3=NN=C(C4=NNC=C4[N+]([O-])=O)O3)O2)[O-],368,336.1687459,-31.83125408
[N-]=[N+]=NC1=C([N+]([O-])=O)C([N+]([O-])=O)=NN1CCN2N=C([N+]([O-])=O)C([N+]([O-])=O)=C2N=[N+]=[N-],111.3,147.0832129,35.78321289
NC1=C([N+]([O-])=O)C2=NN=NN2N=C1N,293,262.0417508,-30.95824915
O=[N+](C1=C(C2=NC([N+]([O-])=O)=NN2)NN=C1C3=NC([N+]([O-])=O)=NN3)[O-],238.2,281.9114992,43.71149918
O=[N+]([O-])c1cc([N+](=O)[O-])c(-n2cncn2)c([N+](=O)[O-])c1,256,243.6256663,-12.37433371
O=[N+](C1=C(/C=N/NC2=C([N+]([O-])=O)C=C([N+]([O-])=O)C=C2[N+]([O-])=O)C([N+]([O-])=O)=CC([N+]([O-])=O)=C1)[O-],208,237.801783,29.80178298
NC1=NN=NN1CCN(C=N2)N=C2[N+]([O-])=O,255,238.5097532,-16.49024676
O=[N+](C([N+]([O-])=O)C1=C([N+]([O-])=O)NN=C1)[O-],117,131.6793239,14.6793239
O=[N+]([O-])c1nc(-c2nc([N+](=O)[O-])nn2C([N+](=O)[O-])[N+](=O)[O-])n(C([N+](=O)[O-])[N+](=O)[O-])n1,166,136.3124133,-29.68758675
CN([N+]([O-])=O)CN1C(N2C=C([N+]([O-])=O)C([N+]([O-])=O)=N2)=C([N+]([O-])=O)C=N1,264,207.2161173,-56.78388268
O=[N+](C1=NON=C1C2=NN=NN2)[O-],215,180.577093,-34.422907
O=[N+](C1=C(OCC(CO[N+]([O-])=O)(CO[N+]([O-])=O)CO[N+]([O-])=O)C=CC([N+]([O-])=O)=C1)[O-],184.2,185.4643563,1.26435626
NC1=C([N+]([O-])=O)C(N/C(N)=N\[N+]([O-])=O)=C([N+]([O-])=O)C(N)=C1[N+]([O-])=O,287,244.7008218,-42.29917817
O=[N+](C1=CN(C([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)N=C1[N+]([O-])=O)[O-],141,130.0220096,-10.97799038
NC1=NC2=C([N+]([O-])=O)N=NN2N=C1N=[N+]=[N-],166,177.570848,11.57084797
O=[N+](C(C=C([N+]([O-])=O)C=C1[N+]([O-])=O)=C1C2=NN=C(C3=NN=C(C4=C([N+]([O-])=O)C=C([N+]([O-])=O)C=C4[N+]([O-])=O)O3)O2)[O-],229.5,279.7542551,50.25425514
NC1=NN=C2N=NC(NC3=NON=C3[N+]([O-])=O)=NN21,249.5,260.4856325,10.9856325
O=[N+](N(CN1C([N+]([O-])=O)=C(N=[N+]=[N-])C([N+]([O-])=O)=N1)CN2C([N+]([O-])=O)=C(N=[N+]=[N-])C([N+]([O-])=O)=N2)[O-],166,141.4291511,-24.57084892
NN1N=C([N+]([O-])=O)C([N+]([O-])=O)=N1,190,205.8360089,15.83600892
O=[N+](C(C([N+]([O-])=O)=NN1)=C1C2=NN=C(C3=CC([N+]([O-])=O)=NN3)O2)[O-],254,269.73593,15.73593001
[N-]=[N+]=Nc1c(-n2nc3c4no[n+]([O-])c4c4no[n+]([O-])c4c3n2)c(N=[N+]=[N-])c([N+](=O)[O-])c(N=[N+]=[N-])c1[N+](=O)[O-],153,158.2717809,5.271780936
CN([N+]([O-])=O)CN1C=C([N+]([O-])=O)N=C1[N+]([O-])=O,183,202.9584993,19.95849931
[O-][N+]1=C2C3=NON=C3N(C4=C([N+]([O-])=O)C(N)=C([N+]([O-])=O)C(N)=C4[N+]([O-])=O)C5=NON=C5C2=NO1,302,298.7590635,-3.240936479
O=[N+]([O-])c1ncn(CN(Cn2cnc([N+](=O)[O-])c2[N+](=O)[O-])[N+](=O)[O-])c1[N+](=O)[O-],234,226.6359144,-7.364085596
O=[N+](C1=NON=C1C2=NOC(C3=NON=C3[N+]([O-])=O)=N2)[O-],272,225.007494,-46.99250603
O=[N+](C1=NN=C(NN2N=NN=C2)N1)[O-],186,203.8480973,17.84809735
CN([N+]([O-])=O)CN1N=C([N+]([O-])=O)C([N+]([O-])=O)=C1,234,188.3078262,-45.69217377
[O-][N+]1=NC2=NN=C([N+]([O-])=O)N2N=C1N,220,202.8069611,-17.19303894
N/C(N)=N\C1=C([N+]([O-])=O)C=C([N+]([O-])=O)C=C1[N+]([O-])=O,232,249.8403441,17.84034408
NN1C=C([N+]([O-])=O)C(N2N=NN=C2)=N1,246,248.9599013,2.959901318
NC1=C([N+]([O-])=O)C=NN1C2=NN=CN2N[N+]([O-])=O,195,222.5591891,27.5591891
[O-][N+]1=C2C=C([N+]([O-])=O)C=C([N+]([O-])=O)C2=NO1,205.3,213.9425159,8.642515871
O=[N+](C1=NN(CC2=NN=NN2)C(N[N+]([O-])=O)=N1)[O-],149,154.8255698,5.825569767
[O-][N+]1=C(NC(N)=N)[N+]([O-])=NC([N+]([O-])=O)=N1,134,146.5248882,12.52488817
NC1=NC(C2=NNN=C2[N+]([O-])=O)=NN1,263.32,262.1461715,-1.173828535
[O-][N+]1=C(C([N+]([O-])=O)=NO1)C2=NON=C2[N+]([O-])=O,140,139.5230877,-0.476912297
O=C(C1=NC([N+]([O-])=O)=NN1C([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)C2=NC([N+]([O-])=O)=NN2C([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O,164,140.9596766,-23.04032338
O=[N+](C1=C(C([N+]([O-])=O)=NN1C[N+]([O-])=O)[N+]([O-])=O)[O-],202,154.4103389,-47.58966113
Nc1c([N+](=O)[O-])nnc2c([N+](=O)[O-])c([N+](=O)[O-])nn12,246,248.9247969,2.924796922
O=[N+](C1=CN(COCN2N=C(C([N+]([O-])=O)=C2)[N+]([O-])=O)N=C1[N+]([O-])=O)[O-],298,277.9332903,-20.06670971
[O-]/[N+](C1=NON=C1[N+]([O-])=O)=N\N2N=C([N+]([O-])=O)N=C2,227,160.676362,-66.323638
NN1C(N)=C([N+]([O-])=O)C([N+]([O-])=O)=N1,254,220.2027792,-33.79722077
NN1C(N(C=N2)N=C2[N+]([O-])=O)=NC([N+]([O-])=O)=N1,242,248.338957,6.338956959
CN([N+]([O-])=O)C[N+]1=NN([O-])C2=CC([N+]([O-])=O)=CC([N+]([O-])=O)=C21,147,182.7150524,35.7150524
NC(C([N+]([O-])=O)=NN1N)=C1[N+]([O-])=O,241,237.9186229,-3.081377124
O=[N+](C1=C(NC2=NC(N=[N+]=[N-])=NC(N=[N+]=[N-])=N2)C([N+]([O-])=O)=CC([N+]([O-])=O)=C1)[O-],161,147.0852988,-13.91470117
O=C(N/N=C/C1=C([N+]([O-])=O)C=C([N+]([O-])=O)C=C1[N+]([O-])=O)N2C(C=C([N+]([O-])=O)C=C3[N+]([O-])=O)=C3C=N2,244,243.3324038,-0.667596182
[O-]N1C2=C(N)C([N+]([O-])=O)=C(N)C([N+]([O-])=O)=C2[NH+]=N1,257,288.91473,31.91472997
[O-]C1=C([N+]#N)C([N+]([O-])=O)=NN1CCN2N=C([N+]([O-])=O)C([N+]#N)=C2[O-],247,237.7450507,-9.254949282
ON1N=C([N+]([O-])=O)C([N+]([O-])=O)=C1[N+]([O-])=O,146,153.6907201,7.690720092
NC1=C([N+]([O-])=O)C(N)=C([N+]([O-])=O)C(N2C3=NON=C3C4=NON=C4C5=NON=C25)=C1[N+]([O-])=O,290,319.1831061,29.18310612
ON1N=C([N+]([O-])=O)N=C1C2=NC([N+]([O-])=O)=NN2O,191,202.1661467,11.16614668
CC1=CC(C)=NC2=NC([N+]([O-])=O)=NN12,269,284.4759476,15.47594761
NC1=C([N+]([O-])=O)N=NN1C2=NN=NN2,233,227.4316465,-5.568353533
O=[N+](C1=NNC(C2=CC([N+]([O-])=O)=NN2)=C1)[O-],376,326.2191757,-49.78082433
O=[N+](C1=CNN=C1C2=NC([N+]([O-])=O)=NN2)[O-],278,273.5677439,-4.432256087
O=[N+](C1=NNC(/N=N/C2=NC([N+]([O-])=O)=NN2)=N1)[O-],289,255.8351796,-33.16482043
O=C(N/N=C/C1=C([N+]([O-])=O)C=C([N+]([O-])=O)C=C1[N+]([O-])=O)N/N=C/C2=C([N+]([O-])=O)C=C([N+]([O-])=O)C=C2[N+]([O-])=O,203,189.4408317,-13.55916834
N=C(N/N=C/C1=C([N+]([O-])=O)C=C([N+]([O-])=O)C=C1[N+]([O-])=O)N/N=C/C2=C([N+]([O-])=O)C=C([N+]([O-])=O)C=C2[N+]([O-])=O,180,204.5914496,24.59144957
O=[N+](C1=NNC(C2=C([N+]([O-])=O)C([N+]([O-])=O)=NN2)=C1[N+]([O-])=O)[O-],243,269.5394737,26.53947367
O=[N+](C1=NN=C([C-]1[N+]#N)[N+]([O-])=O)[O-],154,144.7520373,-9.247962696
O=C(OCC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)C1=C([N+]([O-])=O)C=C(C(OCC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)=O)C([N+]([O-])=O)=C1,192.5,186.7015442,-5.798455769
O=[N+]([O-])c1n[nH]c(CO)n1,187.39,215.7026306,28.31263059
[O-][N+]1=C2C3=NON=C3N(C4=C([N+]([O-])=O)C=C([N+]([O-])=O)C=C4[N+]([O-])=O)C5=NON=C5C2=NO1,317,295.3673166,-21.63268339
O=[N+](C1=NN(N[N+]([O-])=O)C2=C1N(N[N+]([O-])=O)N=C2[N+]([O-])=O)[O-],128,136.5792203,8.579220301
NC1=NN=NN1CCN2N=C([N+]([O-])=O)C([N+]([O-])=O)=C2N=[N+]=[N-],166,150.7588659,-15.24113413
NC1=C([N+]([O-])=O)N=C([N+]([O-])=O)N1N,190,223.0610862,33.06108617
O=[N+](C1=NN(CCN2N=C([N+]([O-])=O)N=C2N[N+]([O-])=O)C(N[N+]([O-])=O)=N1)[O-],107,141.5958049,34.59580487
Nc1c([N+](=O)[O-])cc([N+](=O)[O-])c(N)c1[N+](=O)[O-],300,297.7959248,-2.204075203
O=[N+](C1=NN(COCN2N=C(C=C2[N+]([O-])=O)[N+]([O-])=O)C([N+]([O-])=O)=C1)[O-],299,307.5747429,8.574742924
NC1=NC(N)=NC2=C([N+]([O-])=O)C(N[N+]([O-])=O)=NN21,248,214.2792085,-33.72079153
NC(NC1=NON=C1[N+]([O-])=O)=O,182,168.4011108,-13.59888917
NC1=C([N+]([O-])=O)C([N+]([O-])=O)=NN1NCC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O,105.2,140.9409221,35.74092207
NC1=C([N+]([O-])=O)N(CC2=NN=NN2)N=C1[N+]([O-])=O,208,241.3965781,33.39657807
Nc1nc([N+](=O)[O-])nn1-c1c([N+](=O)[O-])n[nH]c1[N+](=O)[O-],270,263.0868032,-6.913196787
NC1=NN=NN1CCN(C(N)=N2)N=C2[N+]([O-])=O,277,256.8796641,-20.12033589
O=[N+]([O-])/N=c1\[nH]nc(-c2n[nH]nc2[N+](=O)[O-])[nH]1,168.45,189.948237,21.498237
[O-][N+]1=NC(N2C(C([N+]([O-])=O)=CN2)=N1)=O,224,236.9443619,12.94436192
O=[N+](C1=C(NN=C1[N+]([O-])=O)C2=NC(C3=C([N+]([O-])=O)C([N+]([O-])=O)=NN3)=NN2)[O-],254,268.5241065,14.52410651
O=[N+](CN1C([N+]([O-])=O)=C([N+]([O-])=O)N=C1)[O-],156,179.1119292,23.11192916
[N-]=[N+]=NC1=C([N+]([O-])=O)N(CCN(N=NN/2)C2=N\[N+]([O-])=O)N=C1[N+]([O-])=O,136.7,129.6946893,-7.00531074
O=[N+](C1=C2C(N=NN2)=CC([N+]([O-])=O)=C1)[O-],291,290.2790906,-0.72090936
NC(N1C(N=N2)=NC([N+]([O-])=O)=N1)=C2[N+]([O-])=O,272,252.360515,-19.63948497
O=[N+](OCN1N=C(N=C1C2=NC([N+]([O-])=O)=NN2CO[N+]([O-])=O)[N+]([O-])=O)[O-],176,164.4700522,-11.52994775
CN1C([N+]([O-])=O)=C([N+]([O-])=O)N=C1,240,230.0426209,-9.957379128
O=[N+]([O-])c1cc([N+](=O)[O-])c(-n2cncn2)c([N+](=O)[O-])c1-n1cncn1,261,265.8956227,4.895622704
O=[N+](C1=NN(/N=N/N2N=C([N+]([O-])=O)C=C2[N+]([O-])=O)C([N+]([O-])=O)=C1)[O-],202.6,217.7692582,15.16925822
O=[N+]([O-])c1cc(-n2cnnn2)nn1C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],132,122.3544053,-9.645594656
O=[N+](C1=C(C2=NC(C3=NOC(C4=C([N+]([O-])=O)C([N+]([O-])=O)=NN4)=N3)=NO2)NN=C1[N+]([O-])=O)[O-],272,273.3915165,1.391516451
NC1=NC(N)=C([N+]([O-])=O)N=N1,225,234.3415675,9.341567484
CN([N+]([O-])=O)CN1N=C([N+]([O-])=O)N=C1[N+]([O-])=O,165,172.6156459,7.615645867
NC(N=N1)=NN2C1=NN=C2[N+]([O-])=O,213,235.4643673,22.46436727
N/C(N/N=C/C1=C([N+]([O-])=O)C=C([N+]([O-])=O)C=C1[N+]([O-])=O)=N\[N+]([O-])=O,182,184.2157987,2.215798736
O=[N+](C1=NNC(C2=NN/C(N2)=N\[N+]([O-])=O)=N1)[O-],150,184.5905179,34.59051794
NC1=C([N+]([O-])=O)C([N+]([O-])=O)=NN1CCN2N=C([N+]([O-])=O)C([N+]([O-])=O)=C2N,256,276.1633824,20.1633824
NC1=NN=NN1CCN(C=C2[N+]([O-])=O)N=C2[N+]([O-])=O,232,241.0711926,9.071192604
CN([N+]([O-])=O)CN1C([N+]([O-])=O)=NN(CN(C)[N+]([O-])=O)C1=O,211,197.2421308,-13.75786917
NC1=NC(NC2=NN3C=NN=C3N=N2)=C([N+]([O-])=O)N=C1[N+]([O-])=O,255,278.2344711,23.2344711
O=[N+](C1=CC=C(N2N=NN=C2)C=C1)[O-],194,198.8188339,4.818833864
O=[N+](C1=C(C([N+]([O-])=O)=CC([N+]([O-])=O)=C1)C=CC2=C([N+]([O-])=O)C=C([N+]([O-])=O)C=C2[N+]([O-])=O)[O-],359.2,310.9022403,-48.29775967
NN1C(CN2N=C([N+]([O-])=O)C(N)=C2[N+]([O-])=O)=NN=C1CN3N=C([N+]([O-])=O)C(N)=C3[N+]([O-])=O,287,285.5002137,-1.499786267
O=[N+](C1=C(N2N=C([N+]([O-])=O)C=N2)C([N+]([O-])=O)=C(C)C([N+]([O-])=O)=C1)[O-],297,255.109301,-41.89069898
Nc1c(-n2cncn2)c(N)c([N+](=O)[O-])c(N)c1[N+](=O)[O-],307,320.381944,13.38194395
O=[N+](C1=NON=C1NC(N=N2)=NN3C2=NN=C3)[O-],229.1,234.8131606,5.713160625
[N-]=[N+]=Nc1c(-n2cncn2)c(N=[N+]=[N-])c([N+](=O)[O-])c(N=[N+]=[N-])c1[N+](=O)[O-],132,110.0345795,-21.96542047
O=[N+](C1=NN2C(NC3=C([N+]([O-])=O)C([N+]([O-])=O)=NN3CC2)=C1[N+]([O-])=O)[O-],307,292.8209625,-14.1790375
O=[N+]([O-])c1ncn(C([N+](=O)[O-])[N+](=O)[O-])n1,130.5,127.6852143,-2.814785687
[O-]/[N+](C1=NON=C1/N=N/C2=NON=C2/[N+]([O-])=N/N3N=C([N+]([O-])=O)N=C3)=N\N4N=C([N+]([O-])=O)N=C4,183.85,189.9504145,6.100414537
N=c1nc2[nH]nc([N+](=O)[O-])n2c(=N)[nH]1,315,302.2519978,-12.74800219
O=[N+](C1=CNN=C1C2=NOC(C3=NNC=C3[N+]([O-])=O)=N2)[O-],314,331.4560924,17.45609239
NC1=NC(N)=C([N+]([O-])=O)N=[N+]1[O-],196,203.8469373,7.846937292
NC1=C([N+]([O-])=O)N(NCC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)N=C1[N+]([O-])=O,116,158.8260062,42.82600617
O=[N+](C1=CN(C([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)N=C1N2C=NN=N2)[O-],127,125.1831199,-1.816880138
NC1=NC(C2=NNC=C2[N+]([O-])=O)=NN1,281,298.6303888,17.63038883
O=[N+](C1=NNC(C2=NC([N+]([O-])=O)=NN2)=N1)[O-],251,267.2757229,16.27572289
NC(O1)=NN=C1C2=NON=C2[N+]([O-])=O,155,200.9424029,45.94240292
O=[N+]([O-])c1cc([N+](=O)[O-])c(N=c2[nH]c(=Nc3c([N+](=O)[O-])cc([N+](=O)[O-])cc3[N+](=O)[O-])[nH]c(=Nc3c([N+](=O)[O-])cc([N+](=O)[O-])cc3[N+](=O)[O-])[nH]2)c([N+](=O)[O-])c1,295,287.72941,-7.270590001
O=[N+](C1=C(N[N+]([O-])=O)C([N+]([O-])=O)=NN1CCN2N=C([N+]([O-])=O)C(N[N+]([O-])=O)=C2[N+]([O-])=O)[O-],80,123.6780074,43.67800745
[O-][N+](ON=C1C2CC2)=C1[N+]([O-])=O,210.83,194.5393056,-16.29069435
O=[N+](C1=NON=C1C2=NOC(C3=NC(C4=NON=C4[N+]([O-])=O)=NO3)=N2)[O-],265,253.9531225,-11.04687745
NC1=C([N+]([O-])=O)C2=NN=C([N+]([O-])=O)N2N=C1N=[N+]=[N-],216.8,191.830434,-24.96956605
[O-]C1=N[N+](C2=CC=C([N+]([O-])=O)C=C2)=NO1,236,206.9992747,-29.00072532
O=[N+](C([N+]([O-])=O)([N+]([O-])=O)N1N=C([N+]([O-])=O)N=C1)[O-],160,129.503888,-30.49611205
O=[N+](C1=CN(CCN2N=NN/C2=N\[N+]([O-])=O)N=C1)[O-],136,163.1596534,27.1596534
O=[N+](C([N+]([O-])=O)([N+]([O-])=O)C1=NNC([N+]([O-])=O)=N1)[O-],135,127.2489184,-7.751081616
O=[N+](C1=NN(C)C(N=[N+]=[N-])=N1)[O-],161,163.463218,2.463218036
[N-]=[N+]=NC1=CC=CC([N+]([O-])=O)=C1,164,168.9579321,4.957932142
[O-][N+]1=C(C2=NN=C(/N=N/C3=NN=C(O3)C4=[N+]([O-])ON=C4[N+]([O-])=O)O2)C([N+]([O-])=O)=NO1,193.9,196.4296552,2.529655171
O=[N+]([O-])c1cc([N+](=O)[O-])c2n[n+]3[n-]c4c([N+](=O)[O-])cc([N+](=O)[O-])cc4n3c2c1,410,345.2293652,-64.77063481
NN1N=NC([N+]([O-])=O)=C1,175,220.3505909,45.35059087
NC(C([N+]([O-])=O)=NN1CCN2N=NN=C2N)=C1[N+]([O-])=O,257,268.4152581,11.41525806
O=C1NC2=C([N+]([O-])=O)C([N+]([O-])=O)=C([N+]([O-])=O)C([N+]([O-])=O)=C2N1,255,253.1741338,-1.825866211
[O-][N+]1=C([N+]([O-])=O)C(/N=N\C2=NO[N+]([O-])=C2[N+]([O-])=O)=NO1,212.5,149.111691,-63.38830904
O=[N+](C(C([N+]([O-])=O)=NN1)=C1C2=NOC(C3=C([N+]([O-])=O)C([N+]([O-])=O)=NN3)=N2)[O-],274,269.4091743,-4.590825671
NC1=NN(N)N=C1[N+]([O-])=O,212,232.6476729,20.64767286
O=[N+](C1=CN([N+]([O-])=O)N=C1C2=NN([N+]([O-])=O)C=C2[N+]([O-])=O)[O-],206,217.7398669,11.73986692
NC(O1)=NN=C1C2=[N+]([O-])ON=C2[N+]([O-])=O,150,162.4904707,12.49047072
CN([N+]([O-])=O)CN1N=NC2=CC([N+]([O-])=O)=CC([N+]([O-])=O)=C21,179,208.4688078,29.46880783
NN1C(C2=NC([N+]([O-])=O)=NN2N)=NC([N+]([O-])=O)=N1,271,266.0959015,-4.904098485
O=[N+](C1=C(/C=N/NC2=NN=C(N/N=C/C3=C([N+]([O-])=O)C=C([N+]([O-])=O)C=C3[N+]([O-])=O)N=N2)C([N+]([O-])=O)=CC([N+]([O-])=O)=C1)[O-],230,183.5405333,-46.45946667
O=[N+](C1=C2N(N=C1[N+]([O-])=O)CCN3C2=C(C([N+]([O-])=O)=N3)[N+]([O-])=O)[O-],261,287.4992882,26.49928819
O=[N+](C1=CC([N+]([O-])=O)=C(/N=N/C2([N+]([O-])=O)CCCCC2)C=C1)[O-],164,183.6623681,19.66236807
O=[N+](C1=NN(CCN2N=NN/C2=N/[N+]([O-])=O)C(N[N+]([O-])=O)=N1)[O-],96,123.1312274,27.1312274
Nc1c(-n2cncn2)c(-n2cncn2)c([N+](=O)[O-])c(N)c1[N+](=O)[O-],314,308.7765873,-5.223412679
CN([N+]([O-])=O)CN1C([N+]([O-])=O)=C([N+]([O-])=O)N=C1,190,201.6274504,11.6274504
CN(C(C([N+]([O-])=O)=NN1N)=C1[N+]([O-])=O)[N+]([O-])=O,176,165.207387,-10.79261299
O=[N+](C1=CN([N+]([O-])=O)N=C1C2=NN=C(C3=NN=C(C4=NN([N+]([O-])=O)C=C4[N+]([O-])=O)O3)O2)[O-],186,235.7397657,49.73976572
N#CC1=NNC([N+]([O-])=O)=N1,196,197.1044503,1.104450343
O=[N+](C1=CN(N=N1)/N=N/N2C=C([N+]([O-])=O)N=N2)[O-],160,210.446059,50.44605899
O=C(OCC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)C1=C([N+]([O-])=O)C=C([N+]([O-])=O)C=C1[N+]([O-])=O,193,187.3352612,-5.664738792
Cc1c([N+](=O)[O-])c2cc(c1[N+](=O)[O-])Oc1cc(c([N+](=O)[O-])cc1[N+](=O)[O-])Oc1cc(c([N+](=O)[O-])c(C)c1[N+](=O)[O-])Oc1cc(c([N+](=O)[O-])cc1[N+](=O)[O-])O2,358.23,370.0876713,11.85767132
O=[N+](C1=CNN=C1C2=NN/C(N2)=N\[N+]([O-])=O)[O-],205,208.9412609,3.941260936
NC1=NC(C2=NC([N+]([O-])=O)=NN2)=NN1,255,252.0974265,-2.902573546
O=[N+](C1=C(NC(N=C(NC2=C([N+]([O-])=O)C=C([N+]([O-])=O)C=C2[N+]([O-])=O)C([N+]([O-])=O)=C3)=C3[N+]([O-])=O)C([N+]([O-])=O)=CC([N+]([O-])=O)=C1)[O-],360,327.916045,-32.08395497
NC1=NC(C2=[N+]([O-])ON=C2[N+]([O-])=O)=NO1,176,162.1749989,-13.82500113
NN1C(N=[N+]=[N-])=C([N+]([O-])=O)C([N+]([O-])=O)=N1,121,125.0797842,4.079784169
O=[N+](C1=C(C2=C([N+]([O-])=O)NN=C2[N+]([O-])=O)NN=C1C3=C([N+]([O-])=O)NN=C3[N+]([O-])=O)[O-],300,306.4570077,6.457007656
NN1N=NC([N+]([O-])=O)=N1,140,160.4019527,20.40195272
O=[N+](C1=NON=C1OC2=NON=C2OC3=NON=C3[N+]([O-])=O)[O-],156.4,198.2264661,41.8264661
O=[N+](C1=NN(C([N+]([O-])=O)=C1[N+]([O-])=O)CN2C([N+]([O-])=O)=C([N+]([O-])=O)C([N+]([O-])=O)=N2)[O-],205,210.0911114,5.091111365
O=C(NN=C1[N+]([O-])=O)[C-]1[N+]#N,151,168.086483,17.08648304
NC1=NC([N+]([O-])=O)=NN1NCC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O,108,138.670111,30.67011096
O=[N+]([O-])c1nonc1Nc1n[nH]nc1-c1nnn[nH]1,236,215.7479321,-20.25206795
O=[N+](C1=NN(C([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)C([N+]([O-])=O)=C1)[O-],143,134.3972078,-8.602792194
Nc1c([N+](=O)[O-])c(-n2cncn2)c([N+](=O)[O-])c(-n2cncn2)c1[N+](=O)[O-],298.3,282.1600984,-16.13990165
CC1=[N+]([O-])ON=C1[N+]([O-])=O,188,154.9599463,-33.04005369
CN(Cn1nc([N+](=O)[O-])nc1N)[N+](=O)[O-],224,185.770235,-38.22976495
[O-]C1=N[N+](C2=CC=C([N+]([O-])=O)C=C2[N+]([O-])=O)=NO1,150.5,193.6316499,43.13164994
NC1=NNC(C2=C([N+]([O-])=O)C(C3=NC(N)=NN3)=NN2)=N1,353.6,345.202479,-8.397520959
NC1=NN=NN1CCN(N=N2)N=C2[N+]([O-])=O,234,218.227045,-15.77295499
NC1=C([N+]([O-])=O)C2=NON=C2[N+]([O-])=N1,175,200.7562344,25.75623438
