smiles,Td,pred_Td,dev_Td
O=[N+](C1=NN(N[N+]([O-])=O)C2=C1N(N[N+]([O-])=O)N=C2[N+]([O-])=O)[O-],128,136.5792203,8.579220301
NC1=NN=NN1CCN2N=C([N+]([O-])=O)C([N+]([O-])=O)=C2N=[N+]=[N-],166,150.7588659,-15.24113413
NC1=C([N+]([O-])=O)N=C([N+]([O-])=O)N1N,190,223.0610862,33.06108617
O=[N+](C1=NN(CCN2N=C([N+]([O-])=O)N=C2N[N+]([O-])=O)C(N[N+]([O-])=O)=N1)[O-],107,141.5958049,34.59580487
O=[N+](C1=NN(COCN2N=C(C=C2[N+]([O-])=O)[N+]([O-])=O)C([N+]([O-])=O)=C1)[O-],299,307.5747429,8.574742924
NC1=NC(N)=NC2=C([N+]([O-])=O)C(N[N+]([O-])=O)=NN21,248,214.2792085,-33.72079153
NC1=C([N+]([O-])=O)C([N+]([O-])=O)=NN1NCC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O,105.2,140.9409221,35.74092207
NC1=C([N+]([O-])=O)N(CC2=NN=NN2)N=C1[N+]([O-])=O,208,241.3965781,33.39657807
Nc1nc([N+](=O)[O-])nn1-c1c([N+](=O)[O-])n[nH]c1[N+](=O)[O-],270,263.0868032,-6.913196787
NC1=NN=NN1CCN(C(N)=N2)N=C2[N+]([O-])=O,277,256.8796641,-20.12033589
O=[N+]([O-])/N=c1\[nH]nc(-c2n[nH]nc2[N+](=O)[O-])[nH]1,168.45,189.948237,21.498237
[O-][N+]1=NC(N2C(C([N+]([O-])=O)=CN2)=N1)=O,224,236.9443619,12.94436192
O=[N+](C1=C(NN=C1[N+]([O-])=O)C2=NC(C3=C([N+]([O-])=O)C([N+]([O-])=O)=NN3)=NN2)[O-],254,268.5241065,14.52410651
O=[N+](CN1C([N+]([O-])=O)=C([N+]([O-])=O)N=C1)[O-],156,179.1119292,23.11192916
[N-]=[N+]=NC1=C([N+]([O-])=O)N(CCN(N=NN/2)C2=N\[N+]([O-])=O)N=C1[N+]([O-])=O,136.7,129.6946893,-7.00531074
NC(N1C(N=N2)=NC([N+]([O-])=O)=N1)=C2[N+]([O-])=O,272,252.360515,-19.63948497
O=[N+](OCN1N=C(N=C1C2=NC([N+]([O-])=O)=NN2CO[N+]([O-])=O)[N+]([O-])=O)[O-],176,164.4700522,-11.52994775
CN1C([N+]([O-])=O)=C([N+]([O-])=O)N=C1,240,230.0426209,-9.957379128
O=[N+](C1=NN(/N=N/N2N=C([N+]([O-])=O)C=C2[N+]([O-])=O)C([N+]([O-])=O)=C1)[O-],202.6,217.7692582,15.16925822
O=[N+]([O-])c1cc(-n2cnnn2)nn1C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],132,122.3544053,-9.645594656
O=[N+](C1=C(C2=NC(C3=NOC(C4=C([N+]([O-])=O)C([N+]([O-])=O)=NN4)=N3)=NO2)NN=C1[N+]([O-])=O)[O-],272,273.3915165,1.391516451
O=[N+](C([N+]([O-])=O)([N+]([O-])=O)C1=NN([N+]([O-])=O)C=C1)[O-],113,115.0371863,2.037186272
CN([N+]([O-])=O)CN1N=C([N+]([O-])=O)N=C1[N+]([O-])=O,165,172.6156459,7.615645867
NC(N=N1)=NN2C1=NN=C2[N+]([O-])=O,213,235.4643673,22.46436727
O=[N+](C1=NNC(C2=NN/C(N2)=N\[N+]([O-])=O)=N1)[O-],150,184.5905179,34.59051794
NC1=C([N+]([O-])=O)C([N+]([O-])=O)=NN1CCN2N=C([N+]([O-])=O)C([N+]([O-])=O)=C2N,256,276.1633824,20.1633824
NC1=NN=NN1CCN(C=C2[N+]([O-])=O)N=C2[N+]([O-])=O,232,241.0711926,9.071192604
[H][C@]12CCCC[C@@]1([H])N=C(C([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)N2[N+]([O-])=O,113,120.3232678,7.323267807
O=[N+]([O-])N1C(O)=NC2C1N=C(O)N2[N+](=O)[O-],130,138.9226417,8.922641742
CN([N+]([O-])=O)CN1C([N+]([O-])=O)=NN(CN(C)[N+]([O-])=O)C1=O,211,197.2421308,-13.75786917
NN1C(CN2N=C([N+]([O-])=O)C(N)=C2[N+]([O-])=O)=NN=C1CN3N=C([N+]([O-])=O)C(N)=C3[N+]([O-])=O,287,285.5002137,-1.499786267
O=[N+](C1=C(N2N=C([N+]([O-])=O)C=N2)C([N+]([O-])=O)=C(C)C([N+]([O-])=O)=C1)[O-],297,255.109301,-41.89069898
O=[N+](C1=NN2C(NC3=C([N+]([O-])=O)C([N+]([O-])=O)=NN3CC2)=C1[N+]([O-])=O)[O-],307,292.8209625,-14.1790375
O=[N+]([O-])c1ncn(C([N+](=O)[O-])[N+](=O)[O-])n1,130.5,127.6852143,-2.814785687
[O-]/[N+](C1=NON=C1/N=N/C2=NON=C2/[N+]([O-])=N/N3N=C([N+]([O-])=O)N=C3)=N\N4N=C([N+]([O-])=O)N=C4,183.85,189.9504145,6.100414537
N=c1nc2[nH]nc([N+](=O)[O-])n2c(=N)[nH]1,315,302.2519978,-12.74800219
O=[N+](C1=CNN=C1C2=NOC(C3=NNC=C3[N+]([O-])=O)=N2)[O-],314,331.4560924,17.45609239
NC1=C([N+]([O-])=O)N(NCC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)N=C1[N+]([O-])=O,116,158.8260062,42.82600617
O=[N+](C1=CN(C([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)N=C1N2C=NN=N2)[O-],127,125.1831199,-1.816880138
NC1=NC(C2=NNC=C2[N+]([O-])=O)=NN1,281,298.6303888,17.63038883
O=[N+](C1=NNC(C2=NC([N+]([O-])=O)=NN2)=N1)[O-],251,267.2757229,16.27572289
O=[N+](C1=C(N[N+]([O-])=O)C([N+]([O-])=O)=NN1CCN2N=C([N+]([O-])=O)C(N[N+]([O-])=O)=C2[N+]([O-])=O)[O-],80,123.6780074,43.67800745
NC1=C([N+]([O-])=O)C2=NN=C([N+]([O-])=O)N2N=C1N=[N+]=[N-],216.8,191.830434,-24.96956605
O=[N+](C([N+]([O-])=O)([N+]([O-])=O)N1N=C([N+]([O-])=O)N=C1)[O-],160,129.503888,-30.49611205
O=[N+](C1=CN(CCN2N=NN/C2=N\[N+]([O-])=O)N=C1)[O-],136,163.1596534,27.1596534
O=[N+](C([N+]([O-])=O)([N+]([O-])=O)C1=NNC([N+]([O-])=O)=N1)[O-],135,127.2489184,-7.751081616
O=[N+](C1=NN(C)C(N=[N+]=[N-])=N1)[O-],161,163.463218,2.463218036
NN1N=NC([N+]([O-])=O)=C1,175,220.3505909,45.35059087
NC(C([N+]([O-])=O)=NN1CCN2N=NN=C2N)=C1[N+]([O-])=O,257,268.4152581,11.41525806
O=[N+](C(C([N+]([O-])=O)=NN1)=C1C2=NOC(C3=C([N+]([O-])=O)C([N+]([O-])=O)=NN3)=N2)[O-],274,269.4091743,-4.590825671
NC1=NN(N)N=C1[N+]([O-])=O,212,232.6476729,20.64767286
O=[N+](C1=CN([N+]([O-])=O)N=C1C2=NN([N+]([O-])=O)C=C2[N+]([O-])=O)[O-],206,217.7398669,11.73986692
NN1C(C2=NC([N+]([O-])=O)=NN2N)=NC([N+]([O-])=O)=N1,271,266.0959015,-4.904098485
O=[N+](C1=C2N(N=C1[N+]([O-])=O)CCN3C2=C(C([N+]([O-])=O)=N3)[N+]([O-])=O)[O-],261,287.4992882,26.49928819
O=[N+](C1=NN(CCN2N=NN/C2=N/[N+]([O-])=O)C(N[N+]([O-])=O)=N1)[O-],96,123.1312274,27.1312274
O=[N+](N1C2N([N+]([O-])=O)C3C1N(CN=[N+]=[N-])C4C(N3[N+]([O-])=O)N([N+]([O-])=O)C2N4[N+]([O-])=O)[O-],206,196.3060848,-9.693915155
CN([N+]([O-])=O)CN1C([N+]([O-])=O)=C([N+]([O-])=O)N=C1,190,201.6274504,11.6274504
CN(C(C([N+]([O-])=O)=NN1N)=C1[N+]([O-])=O)[N+]([O-])=O,176,165.207387,-10.79261299
O=[N+](C1=CN([N+]([O-])=O)N=C1C2=NN=C(C3=NN=C(C4=NN([N+]([O-])=O)C=C4[N+]([O-])=O)O3)O2)[O-],186,235.7397657,49.73976572
N#CC1=NNC([N+]([O-])=O)=N1,196,197.1044503,1.104450343
O=[N+](C1=CN(N=N1)/N=N/N2C=C([N+]([O-])=O)N=N2)[O-],160,210.446059,50.44605899
O=[N+](C1=CNN=C1C2=NN/C(N2)=N\[N+]([O-])=O)[O-],205,208.9412609,3.941260936
NC1=NC(C2=NC([N+]([O-])=O)=NN2)=NN1,255,252.0974265,-2.902573546
NN1C(N=[N+]=[N-])=C([N+]([O-])=O)C([N+]([O-])=O)=N1,121,125.0797842,4.079784169
O=[N+](C1=C(C2=C([N+]([O-])=O)NN=C2[N+]([O-])=O)NN=C1C3=C([N+]([O-])=O)NN=C3[N+]([O-])=O)[O-],300,306.4570077,6.457007656
NN1N=NC([N+]([O-])=O)=N1,140,160.4019527,20.40195272
O=[N+](C1=NN(C([N+]([O-])=O)=C1[N+]([O-])=O)CN2C([N+]([O-])=O)=C([N+]([O-])=O)C([N+]([O-])=O)=N2)[O-],205,210.0911114,5.091111365
O=C(NN=C1[N+]([O-])=O)[C-]1[N+]#N,151,168.086483,17.08648304
NC1=NC([N+]([O-])=O)=NN1NCC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O,108,138.670111,30.67011096
O=[N+](C1=NN(C([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)C([N+]([O-])=O)=C1)[O-],143,134.3972078,-8.602792194
CN(Cn1nc([N+](=O)[O-])nc1N)[N+](=O)[O-],224,185.770235,-38.22976495
NC1=NNC(C2=C([N+]([O-])=O)C(C3=NC(N)=NN3)=NN2)=N1,353.6,345.202479,-8.397520959
NC1=NN=NN1CCN(N=N2)N=C2[N+]([O-])=O,234,218.227045,-15.77295499
NN1C([N+]([O-])=O)=CC([N+]([O-])=O)=N1,225,231.9360196,6.936019636
NN1C=NC([N+]([O-])=O)=N1,306,225.9455373,-80.05446267
O=[N+](C1=NN([N+]([O-])=O)C2=C1N([N+]([O-])=O)N=C2[N+]([O-])=O)[O-],145,176.8279255,31.82792552
NC(C([N+]([O-])=O)=N1)=C([N+]([O-])=O)N1CN2C([N+]([O-])=O)=C(N)C([N+]([O-])=O)=N2,310,295.925498,-14.07450197
NC1=NC([N+]([O-])=O)=NN1,227,236.2953067,9.295306676
O=[N+](C1=C([N+]([O-])=O)C([N+]([O-])=O)=NN1CC2=NNC(CN3N=C([N+]([O-])=O)C([N+]([O-])=O)=C3[N+]([O-])=O)=N2)[O-],218,214.1960624,-3.803937556
O=[N+](NC1=C([N+]([O-])=O)C([N+]([O-])=O)=NN1)[O-],135,133.4467859,-1.553214126
NC1=NN=NN1CCN(C([N+]([O-])=O)=C2N=[N+]=[N-])N=C2[N+]([O-])=O,159,158.5417429,-0.458257136
[N-]=[N+]=Nc1c([N+](=O)[O-])ncn1N,144,155.344269,11.344269
CN1C([N+]([O-])=O)=NC(C([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)=N1,153,136.2234365,-16.7765635
NC1=NN=NN1CCN(C(N=[N+]=[N-])=C2[N+]([O-])=O)N=C2N=[N+]=[N-],127,139.936974,12.93697397
O=[N+](C1=NNC=N1)[O-],217,228.1915074,11.1915074
CN([N+]([O-])=O)CN1C([N+]([O-])=O)=NNC1=O,151,196.8253964,45.82539636
O=[N+](C([N+]([O-])=O)([N+]([O-])=O)C1=NNC=C1[N+]([O-])=O)[O-],154,118.5462829,-35.45371714
CN1N=C([N+]([O-])=O)C(N=[N+]=[N-])=N1,181,156.675014,-24.32498601
CN1C([N+]([O-])=O)=C([N+]([O-])=O)N=C1C2=NC([N+]([O-])=O)=C([N+]([O-])=O)N2C,258,254.8090934,-3.190906567
NC1=NC2=C([N+]([O-])=O)N=NN2N=C1N,256,274.9642289,18.9642289
NC(NC(C([N+]([O-])=O)=NN1)=C1[N+]([O-])=O)=N,308,276.042517,-31.95748304
NC1=C([N+]([O-])=O)N(C2=C([N+]([O-])=O)C=C([N+]([O-])=O)C=C2[N+]([O-])=O)N=C1[N+]([O-])=O,237.5,260.7318326,23.23183262
CN1C([N+]([O-])=O)=C([N+]([O-])=O)C([N+]([O-])=O)=N1,196,204.1472913,8.147291342
O=[N+](C(C=C1[N+]([O-])=O)=NN1C2=NNC=N2)[O-],300,265.7282801,-34.27171987
O=[N+](C1=NNC([N+]([O-])=O)=C1C2=NC(C3=NNC(C4=C([N+]([O-])=O)NN=C4[N+]([O-])=O)=N3)=NN2)[O-],372,312.8455875,-59.15441254
O=[N+](C1=NN([N+]([O-])=O)C=C1)[O-],171,191.3406242,20.34062421
O=[N+]([O-])/N=c1/[nH]nc(-c2n[nH]c(-c3n[nH]/c(=N/[N+](=O)[O-])[nH]3)c2[N+](=O)[O-])[nH]1,134.4,189.3282837,54.92828372
O=[N+](C(C([N+]([O-])=O)=NN1)=C1C2=NNC(C3=NC(C4=C([N+]([O-])=O)C([N+]([O-])=O)=NN4)=NN3)=N2)[O-],276,274.3854632,-1.614536753
O=[N+](C1=NNN=C1C(N2)=NNC2=N[N+]([O-])=O)[O-],168.01,187.3299674,19.31996738
O=[N+](C1=NNC([N+]([O-])=O)=C1C2=NN=C(C3=NN=C(O3)C4=C([N+]([O-])=O)NN=C4[N+]([O-])=O)O2)[O-],341,307.2045338,-33.79546623
O=[N+](C1=C(C([N+]([O-])=O)=NN1)NC2=NN=NN2)[O-],279,259.2670667,-19.73293328
O=[N+](C1=CNN=C1C2=NC(C3=NOC(C4=NNC=C4[N+]([O-])=O)=N3)=NO2)[O-],317,336.2123079,19.2123079
Nc1c([N+](=O)[O-])c([N+](=O)[O-])nn1-c1nnn[nH]1,222,214.9159957,-7.084004265
O=C1N([N+]([O-])=O)C2N([N+]([O-])=O)C3C(N([N+]([O-])=O)C(N3[N+]([O-])=O)=O)N([N+]([O-])=O)C2N1[N+]([O-])=O,120,131.9036027,11.90360267
O=[N+](N1N=C2C3=NN([N+]([O-])=O)N=C3C4=NN([N+]([O-])=O)N=C4C2=N1)[O-],205.43,241.345915,35.91591498
O=[N+](C1=C(N=[N+]=[N-])C([N+]([O-])=O)=NN1CCN2N=C([N+]([O-])=O)C(N=[N+]=[N-])=C2[N+]([O-])=O)[O-],135,157.7069246,22.70692462
O=[N+](C1=C(N[N+]([O-])=O)C([N+]([O-])=O)=NN1CC2=NNC(CN3N=C([N+]([O-])=O)C(N[N+]([O-])=O)=C3[N+]([O-])=O)=N2)[O-],122,140.0030667,18.00306675
NC1=NC([N+]([O-])=O)=NN1CCN2N=C([N+]([O-])=O)N=C2N,307,287.5792453,-19.42075474
NC(N1N[N+]([O-])=O)=NN=C1C2=NNN=C2[N+]([O-])=O,221,202.931404,-18.06859604
NC1=NC(N2N=C([N+]([O-])=O)C=C2[N+]([O-])=O)=NN1,256,266.0019576,10.0019576
O=[N+]([O-])c1cn(NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])c([N+](=O)[O-])n1,172,149.0422488,-22.95775118
O=[N+](C(N=CN1COCN2C=NC([N+]([O-])=O)=C2[N+]([O-])=O)=C1[N+]([O-])=O)[O-],270,276.302936,6.302936038
NC1=C([N+]([O-])=O)C(N=[N+]=[N-])=NN1,157,165.3636178,8.363617822
O=[N+](C1=NNC(N[N+]([O-])=O)=N1)[O-],135,141.8322548,6.832254849
O=[N+](C1=NN2C(C3=NC([N+]([O-])=O)=NN3CCC2)=N1)[O-],328,309.1014672,-18.89853278
O=[N+](C1=NN2C(N(N[N+]([O-])=O)C3=C([N+]([O-])=O)C([N+]([O-])=O)=NN3C2)=C1[N+]([O-])=O)[O-],117,161.002609,44.00260902
NC1=N[N+]([O-])=NC2=C([N+]([O-])=O)C=NN21,302,239.8461339,-62.15386612
CN([N+]([O-])=O)CN1N=C([N+]([O-])=O)C=C1[N+]([O-])=O,210,197.3485968,-12.65140319
O=[N+]([O-])c1nnn(C(CO)([N+](=O)[O-])[N+](=O)[O-])n1,123.9,119.004277,-4.895723
NC1=NC([N+]([O-])=O)=NN1C2=NN=C(N3C(N)=NC([N+]([O-])=O)=N3)N=N2,281.6,282.8779753,1.277975276
O=[N+](C1=NN(NCC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)C=C1[N+]([O-])=O)[O-],110,137.5355735,27.53557351
O=[N+]([O-])c1nnn(C([N+](=O)[O-])[N+](=O)[O-])n1,109.3,105.4160752,-3.883924777
O=[N+](C1=C([N+]([O-])=O)C([N+]([O-])=O)=NN1CCN2N=C([N+]([O-])=O)C([N+]([O-])=O)=C2[N+]([O-])=O)[O-],250,212.9864203,-37.01357972
O=[N+](/N=C1N(CCN2N=C([N+]([O-])=O)C([N+]([O-])=O)=C2N[N+]([O-])=O)N=NN/1)[O-],88,98.10477376,10.10477376
O=[N+](C1=C([N+]([O-])=O)N(N[N+]([O-])=O)C(C2=NC([N+]([O-])=O)=C([N+]([O-])=O)N2N[N+]([O-])=O)=N1)[O-],116,135.3504738,19.35047382
Cn1c([N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])c1[N+](=O)[O-],196,200.3776344,4.37763439
N=C(N[N+]([O-])=O)NC(C([N+]([O-])=O)=NN1)=C1[N+]([O-])=O,233,195.0277496,-37.97225042
O=[N+]([O-])c1ncn(NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])c1[N+](=O)[O-],171,147.5767777,-23.42322231
CN([N+]([O-])=O)CN1N=C([N+]([O-])=O)C(N)=C1[N+]([O-])=O,165,199.1151653,34.11516532
