smiles,Td,pred_Td,dev_Td
[N-]=[N+]=NC1=NC(N([N+]([O-])=O)CC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)=NC(N([N+]([O-])=O)CC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)=N1,145.81,141.5259517,-4.284048312
[H][C@]12CCCC[C@@]1([H])N=C(C([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)N2[N+]([O-])=O,113,120.3232678,7.323267807
O=[N+](NC1=NN=C(N1)C2=NNC(C3=NN=C(N[N+]([O-])=O)N3)=C2)[O-],142,179.0810629,37.08106294
CN1N=NN=C1NCN([N+]([O-])=O)C,191.73,177.9042035,-13.82579647
O=[N+]([O-])N1C(O)=NC2C1N=C(O)N2[N+](=O)[O-],130,138.9226417,8.922641742
CN([N+]([O-])=O)CN1C([N+]([O-])=O)=NN(CN(C)[N+]([O-])=O)C1=O,211,197.2421308,-13.75786917
OCCN1N=NN/C1=N\[N+]([O-])=O,138,144.2762109,6.276210943
[N-]=[N+]=NC(N=N1)=NN2C1=NN=C2N[N+]([O-])=O,149,136.8805298,-12.11947017
O=[N+](NC1=NON=C1C2=NN=C(N=NC3=NN=C(C4=NON=C4N[N+]([O-])=O)O3)O2)[O-],248,172.7566497,-75.24335033
[O-][N+]1=C(C2=NON=C2N([N+]([O-])=O)CC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)C(C3=NON=C3N([N+]([O-])=O)CC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)=NO1,108,134.3999705,26.39997046
O=[N+]([N-]N1C=N[N+](CN([N+]([O-])=O)C[N+]2=CN(C=N2)[N-][N+]([O-])=O)=C1)[O-],105,134.1241448,29.12414478
O=C(CN([N+]([O-])=O)CC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)OCC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O,183,164.005409,-18.99459098
CN(CC(O)=O)[N+]([O-])=O,153,164.7908429,11.79084288
O=C(N[N+]([O-])=O)OC1C2C3([N+]([O-])=O)C(O1)C(OC(N[N+]([O-])=O)=O)OC3C(OC(N[N+]([O-])=O)=O)O2,172,165.8717935,-6.128206474
O=[N+](N(CC(O[N+]([O-])=O)CN([N+]([O-])=O)C(CO[N+]([O-])=O)(CO[N+]([O-])=O)CO[N+]([O-])=O)C(CO[N+]([O-])=O)(CO[N+]([O-])=O)CO[N+]([O-])=O)[O-],150,145.8238452,-4.176154761
N=C(NCCC)N[N+]([O-])=O,253.1,226.1801425,-26.9198575
O=[N+](C1=C(N[N+]([O-])=O)C([N+]([O-])=O)=NN1CCN2N=C([N+]([O-])=O)C(N[N+]([O-])=O)=C2[N+]([O-])=O)[O-],80,123.6780074,43.67800745
O=C(CN(CC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O)OCC,172,155.1242099,-16.87579014
O=[N+]([O-])Nc1nnc(-c2nc(-c3noc(-c4nnc(N[N+](=O)[O-])o4)n3)no2)o1,215,193.9079901,-21.09200994
N#CC1=NNC(N[N+]([O-])=O)=N1,130,144.2790316,14.27903155
OC(CN([N+]([O-])=O)CC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)=O,167,143.6449968,-23.35500317
O=[N+]([O-])N1CC([N+](=O)[O-])([N+](=O)[O-])C1,241,207.1587764,-33.84122362
N=C(C1=NON=C1N(CCN(C2=NON=C2C(NN)=N)[N+]([O-])=O)[N+]([O-])=O)NN,145,164.4755908,19.47559084
[O-]/[N+](C(C)(C)[N+]([O-])=O)=N\[N+]([O-])=O,102.7,95.51879758,-7.181202422
O=[N+](NC1=NC(CC2=NOC(N[N+]([O-])=O)=N2)=NO1)[O-],152,149.8725358,-2.1274642
[O-][N+]1=NC2=NN=C(N[N+]([O-])=O)N2N=C1N[N+]([O-])=O,114,114.2541793,0.254179303
O=[N+](C1=CN(CCN2N=NN/C2=N\[N+]([O-])=O)N=C1)[O-],136,163.1596534,27.1596534
[N-]=[N+]=NC(=O)N[N+](=O)[O-],83,91.58513711,8.585137112
O=[N+](NC1=NC(C2=NOC(N[N+]([O-])=O)=N2)=NO1)[O-],137,139.0545784,2.054578361
NC(NO/1)=NC1=N/[N+]([O-])=O,150,163.9252801,13.92528011
O=[N+](NCC(CN[N+]([O-])=O)(COCC(CN[N+]([O-])=O)(CN[N+]([O-])=O)CN[N+]([O-])=O)CN[N+]([O-])=O)[O-],183,176.1074211,-6.892578851
O=[N+](C([N+]([O-])=O)([N+]([O-])=O)C1=NCN([N+]([O-])=O)CN1[N+]([O-])=O)[O-],141,129.1651284,-11.83487161
NC1=NC(N[N+]([O-])=O)=NC2=NC(N[N+]([O-])=O)=NN21,189,182.0116276,-6.988372419
CN([N+]([O-])=O)CN1N=NC2=CC([N+]([O-])=O)=CC([N+]([O-])=O)=C21,179,208.4688078,29.46880783
ON1C(C2=NNC(N[N+]([O-])=O)=N2)=NN=N1,116,142.9521799,26.95217993
O=C(N([N+]([O-])=O)CN([N+]([O-])=O)C(NCC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)=O)NCC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O,121.2,149.6476511,28.44765112
O=[N+](/N=C1N(C)N=NN/1)[O-],176,148.7039034,-27.29609657
O=[N+]([O-])N(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])c1nonc1/N=N\c1nonc1N(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],159,152.065561,-6.934439047
O=[N+](NC1=NON=C1NC2=NN=C(NC3=NON=C3N[N+]([O-])=O)N=N2)[O-],149,154.9631016,5.963101557
O=[N+](/N=C1NC(/N=N/C(N/2)=NNC2=N/[N+]([O-])=O)=NN/1)[O-],209,179.7013502,-29.29864977
NC(N=N1)=NN2C1=NN=C2N[N+]([O-])=O,241,194.244592,-46.75540803
O=[N+](C1=NN(CCN2N=NN/C2=N/[N+]([O-])=O)C(N[N+]([O-])=O)=N1)[O-],96,123.1312274,27.1312274
O=[N+](N1C2N([N+]([O-])=O)C3C1N(CN=[N+]=[N-])C4C(N3[N+]([O-])=O)N([N+]([O-])=O)C2N4[N+]([O-])=O)[O-],206,196.3060848,-9.693915155
CN([N+]([O-])=O)CN1C([N+]([O-])=O)=C([N+]([O-])=O)N=C1,190,201.6274504,11.6274504
CN(C(C([N+]([O-])=O)=NN1N)=C1[N+]([O-])=O)[N+]([O-])=O,176,165.207387,-10.79261299
O=C(OCC#CCOC(N[N+]([O-])=O)=O)N[N+]([O-])=O,149,146.0400334,-2.959966599
O=[N+](C1=CNN=C1C2=NN/C(N2)=N\[N+]([O-])=O)[O-],205,208.9412609,3.941260936
O=[N+](N(CN([N+]([O-])=O)C1=NON=C1C(O)=O)C2=NON=C2C(O)=O)[O-],115,120.5129575,5.512957473
O=C(N=[N+]=[N-])CCN([N+]([O-])=O)CC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O,105,117.2836334,12.28363344
O=[N+](/N=C(N1)\NN=C1CC(N/2)=NNC2=N/[N+]([O-])=O)[O-],242,212.9471428,-29.0528572
CN(Cn1nc([N+](=O)[O-])nc1N)[N+](=O)[O-],224,185.770235,-38.22976495
O=[N+](NC1=NON=C1/N=N/C2=NON=C2N[N+]([O-])=O)[O-],122,121.070432,-0.929568048
O=C(N[N+]([O-])=O)NC1=NON=C1NC(N[N+]([O-])=O)=O,140,129.6800254,-10.31997457
O=[N+](NC1=NC(C2=NNN=C2C3=NNC(N[N+]([O-])=O)=N3)=NN1)[O-],165,173.7755945,8.775594458
NC([N+]([O-])=N1)=NN2C1=NN=C2N[N+]([O-])=O,182,167.6338237,-14.36617632
O=[N+](/N=C1N(N[N+]([O-])=O)N=NN/1)[O-],110,112.2706106,2.270610563
NC1=NON=C1CC2=NC(N[N+]([O-])=O)=NN2,196.3,218.3021233,22.00212329
CC1=NC(C2=NON=C2N([N+]([O-])=O)CC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)=NO1,172,141.1292343,-30.87076566
O=[N+](OCC1=NC(C2=NON=C2N[N+]([O-])=O)=NO1)[O-],200,128.0442427,-71.95575732
O=[N+](NC1=C([N+]([O-])=O)C([N+]([O-])=O)=NN1)[O-],135,133.4467859,-1.553214126
O=[N+]([O-])N(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])c1nonc1C1=NOC(c2nonc2N(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])=NO1,119,129.6140847,10.61408473
CC(C([N+]([O-])=O)=CC([N+]([O-])=N[N+]([O-])=O)=C1)=C1[N+]([O-])=O,137,158.6435909,21.6435909
CN(CC(NNCC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)=O)[N+]([O-])=O,107,128.9057956,21.90579556
Cc1nonc1N(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],138,130.5117686,-7.488231429
CN([N+]([O-])=O)CN1C([N+]([O-])=O)=NNC1=O,151,196.8253964,45.82539636
O=C(CCN(C(C(N(CCC(OCC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)=O)[N+]([O-])=O)=O)=O)[N+]([O-])=O)OCC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O,180,171.4483195,-8.551680475
O=C(CN(CC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)[N+]([O-])=O)N=[N+]=[N-],89,116.303849,27.30384897
CN1N=NN=C1N([N+]([O-])=O)CN([N+]([O-])=O)C,132.5,140.0471234,7.54712336
O=[N+](NCC(O[N+]([O-])=O)CN[N+]([O-])=O)[O-],168,163.1566003,-4.843399721
O=[N+](C1=NOC(/N=C2NCN([N+]([O-])=O)CN/2)=N1)[O-],195,197.7875265,2.787526455
O=[N+](/N=C1NC(N/C(N2)=N/[N+]([O-])=O)C2N\1)[O-],184,190.444826,6.444825952
CN([N+]([O-])=O)CN([N+]([O-])=O)C1=NON=C1[N+]([O-])=O,126,131.7592051,5.759205148
[O-]/[N+](C/[N+]([O-])=N/[N+]([O-])=O)=N\C(C)(C)C,87,114.5104894,27.51048935
N=C(N)N[N+](=O)[O-],150,166.9308548,16.93085481
O=[N+](NC1=NN=C(N1)C2=NNC(C3=NNC(N[N+]([O-])=O)=N3)=NN2)[O-],151,158.8539505,7.853950483
O=[N+](/N=C(N1)\NN=C1C(N/2)=NNC2=N/[N+]([O-])=O)[O-],194,188.3996041,-5.600395918
[O-][N+]1=C(N[N+]([O-])=O)C(C2=NO[N+]([O-])=C2N[N+]([O-])=O)=NO1,73,90.30292413,17.30292413
O/N=C(N=[N+]=[N-])/C1=NNC(N[N+]([O-])=O)=N1,65,95.26456894,30.26456894
N=C(NN)C1=NON=C1N([N+]([O-])=O)CN([N+]([O-])=O)C2=NON=C2C(NN)=N,138,150.1530817,12.1530817
O=[N+](C([N+]([O-])=O)([N+]([O-])=O)CN([N+]([O-])=O)C1=NC(C2=NON=C2N([N+]([O-])=O)CC([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)=NN1)[O-],91.4,127.3138559,35.91385591
O=[N+]([O-])/N=c1/[nH]nc(-c2n[nH]c(-c3n[nH]/c(=N/[N+](=O)[O-])[nH]3)c2[N+](=O)[O-])[nH]1,134.4,189.3282837,54.92828372
O=[N+](N(CC1=NN=NN1)CC2=NN=NN2)[O-],198,218.9216625,20.9216625
O=[N+](C(CN([N+]([O-])=O)N1C=NN=C1)([N+]([O-])=O)[N+]([O-])=O)[O-],102,133.6196553,31.61965527
O=[N+](C1=NNN=C1C(N2)=NNC2=N[N+]([O-])=O)[O-],168.01,187.3299674,19.31996738
O=C(N[N+]([O-])=O)OCC(COC(N[N+]([O-])=O)=O)([N+]([O-])=O)C(COC(N[N+]([O-])=O)=O)([N+]([O-])=O)COC(N[N+]([O-])=O)=O,172,165.4636895,-6.536310526
O=C1N([N+]([O-])=O)C2N([N+]([O-])=O)C3C(N([N+]([O-])=O)C(N3[N+]([O-])=O)=O)N([N+]([O-])=O)C2N1[N+]([O-])=O,120,131.9036027,11.90360267
O=[N+](C1=C(N[N+]([O-])=O)C([N+]([O-])=O)=NN1CC2=NNC(CN3N=C([N+]([O-])=O)C(N[N+]([O-])=O)=C3[N+]([O-])=O)=N2)[O-],122,140.0030667,18.00306675
O=[N+](NCCN[N+]([O-])=O)[O-],183,177.9445737,-5.055426255
NC(N1N[N+]([O-])=O)=NN=C1C2=NNN=C2[N+]([O-])=O,221,202.931404,-18.06859604
O=[N+]([O-])N(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])c1nonc1N(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],127,138.0899943,11.08999425
CN1N=NN/C1=N/[N+]([O-])=O,125,155.8906943,30.89069428
O=[N+](N(CN(C1=NON=C1C2=NOC=N2)[N+]([O-])=O)C3=NON=C3C4=NOC=N4)[O-],149,164.012622,15.01262204
O=[N+](C1=NNC(N[N+]([O-])=O)=N1)[O-],135,141.8322548,6.832254849
O=[N+](C1=NN2C(N(N[N+]([O-])=O)C3=C([N+]([O-])=O)C([N+]([O-])=O)=NN3C2)=C1[N+]([O-])=O)[O-],117,161.002609,44.00260902
O=[N+](NC(N=N1)=NN2C1=NN=C2N[N+]([O-])=O)[O-],138,141.2456312,3.245631156
CN([N+]([O-])=O)CN1N=C([N+]([O-])=O)C=C1[N+]([O-])=O,210,197.3485968,-12.65140319
N/C(NNC(CC(NN/C(N)=N/[N+]([O-])=O)=O)=O)=N\[N+]([O-])=O,180,183.9579297,3.957929697
O=C(OCC([N+]([O-])=O)([N+]([O-])=O)C)N[N+]([O-])=O,140,140.5504134,0.550413437
[N-]=[N+]=NC1=NON=C1N([N+]([O-])=O)CN([N+]([O-])=O)C2=NON=C2N=[N+]=[N-],151.14,124.3022146,-26.83778544
O=[N+](C(C1=NCOCN1[N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)[O-],140,127.4816969,-12.51830312
O=[N+](/N=C1N(CCN2N=C([N+]([O-])=O)C([N+]([O-])=O)=C2N[N+]([O-])=O)N=NN/1)[O-],88,98.10477376,10.10477376
O=[N+](C1=C([N+]([O-])=O)N(N[N+]([O-])=O)C(C2=NC([N+]([O-])=O)=C([N+]([O-])=O)N2N[N+]([O-])=O)=N1)[O-],116,135.3504738,19.35047382
N=C(N[N+]([O-])=O)NC(C([N+]([O-])=O)=NN1)=C1[N+]([O-])=O,233,195.0277496,-37.97225042
O=[N+](CC1=NN=C(O1)C2=NON=C2N[N+]([O-])=O)[O-],93,121.9256345,28.92563452
CN([N+]([O-])=O)CN1N=C([N+]([O-])=O)C(N)=C1[N+]([O-])=O,165,199.1151653,34.11516532
CN([N+]([O-])=O)CCO[N+]([O-])=O,180,172.5737696,-7.426230379
CN([N+]([O-])=O)CN1N=C(C([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)N=N1,134,112.8741131,-21.12588691
O=[N+](NC1=NON=C1C2=NC(C([N+]([O-])=O)([N+]([O-])=O)[N+]([O-])=O)=NN2)[O-],67,97.35767413,30.35767413
